,userId,movieId,rating,prediction
458,83437,858,4.0,3.9164672
459,20466,858,2.0,3.8656533
460,94493,858,4.5,4.6069465
461,105608,858,4.5,4.0998774
462,141516,858,3.5,3.722998
463,182952,858,4.0,4.5157104
464,211216,858,5.0,4.848876
465,185909,858,5.0,5.1224036
466,196011,858,5.0,4.403028
467,227372,858,5.0,5.1082273
468,274474,858,5.0,4.4424996
469,112275,858,3.0,3.2157106
470,166866,858,3.5,3.499931
471,231136,858,5.0,3.6307304
472,253386,858,4.5,4.4038296
473,87201,858,4.5,4.511935
474,141995,858,5.0,3.7398248
475,125325,858,3.5,3.2400155
476,237696,858,5.0,4.300341
477,172743,858,5.0,3.5094109
478,257910,858,5.0,4.43008
479,153232,858,5.0,4.5922084
480,206592,858,5.0,4.9518676
481,212159,858,5.0,4.164858
482,234485,858,4.5,4.1944323
483,154470,858,5.0,4.768137
484,33959,858,3.0,5.1021256
485,61446,858,5.0,4.601913
486,252048,858,3.0,3.516036
487,276821,858,5.0,4.7829666
488,5658,858,5.0,3.9393861
489,38375,858,3.5,3.794832
490,201441,858,4.0,3.076925
491,204213,858,4.0,4.3554163
492,29725,858,5.0,4.0943584
493,54403,858,4.0,3.9421203
494,217796,858,5.0,4.5564623
495,41380,858,5.0,5.011409
496,222656,858,5.0,4.663252
497,85930,858,5.0,3.582509
498,127730,858,5.0,3.7782078
499,253966,858,5.0,3.67572
500,257453,858,5.0,4.628931
501,260559,858,4.0,2.2504988
502,279715,858,5.0,4.8019733
503,2585,858,4.5,4.3765936
504,32203,858,5.0,3.5001159
505,208446,858,4.5,4.7644095
506,238161,858,4.0,3.6009026
507,11410,858,4.0,3.4311123
508,113496,858,4.0,4.4858017
509,193659,858,4.5,4.137011
510,48189,858,5.0,4.0916085
511,118380,858,3.0,4.4927206
512,180984,858,3.0,3.3018785
513,18807,858,5.0,4.0798616
514,21665,858,4.0,3.3572006
515,184409,858,5.0,4.3548083
516,235087,858,4.0,3.2752786
517,9778,858,2.0,2.1791158
518,99613,858,5.0,4.3306174
519,153886,858,5.0,4.6320586
520,215295,858,3.0,1.5564033
521,146068,858,5.0,5.083961
522,273192,858,5.0,4.103724
523,36218,858,5.0,3.40684
524,102019,858,5.0,3.9095106
525,110350,858,3.5,4.138507
526,209943,858,5.0,4.6494617
527,235627,858,4.5,3.7673802
528,275258,858,5.0,3.9522889
529,20817,858,4.5,4.2752705
530,72396,858,5.0,4.6850476
531,75029,858,4.5,4.2085514
532,92214,858,5.0,4.518562
533,33144,858,5.0,3.8012552
534,90093,858,5.0,4.673225
535,153607,858,4.0,4.282914
536,179349,858,5.0,5.052306
537,175354,858,4.0,3.1663334
538,104217,858,5.0,4.134956
539,183561,858,2.0,3.6816728
540,245383,858,3.0,5.1890035
541,277568,858,4.0,4.3666387
542,81905,858,5.0,4.327866
543,128933,858,4.5,3.0868464
544,205537,858,5.0,4.6448727
545,221503,858,2.0,3.6094658
546,228241,858,4.5,4.7106514
547,72665,858,3.0,4.016852
548,89894,858,4.5,4.113791
549,183794,858,4.5,5.4189706
550,226886,858,4.5,3.7492251
551,59700,858,5.0,4.3348374
552,74040,858,4.5,4.3045464
553,90742,858,3.5,2.7308152
554,183261,858,5.0,4.0468006
555,195326,858,4.0,4.4445558
556,245462,858,4.5,4.337702
557,275602,858,4.5,4.3585463
558,20818,858,4.5,4.384722
559,43002,858,5.0,3.6753833
560,128454,858,4.0,4.0427623
561,55103,858,5.0,3.8431582
562,141189,858,3.0,3.8050997
563,54749,858,3.0,4.852765
564,269793,858,2.0,3.1258125
565,59091,858,5.0,4.4270086
566,216991,858,3.0,3.7671053
567,247705,858,3.0,3.3369405
568,265117,858,2.5,4.2359195
569,131054,858,5.0,4.0895095
570,249716,858,5.0,3.7486491
571,29551,858,4.5,4.2117224
572,109809,858,5.0,5.38746
573,162825,858,4.0,4.2471175
574,171336,858,5.0,4.6014233
575,229506,858,5.0,4.4086833
576,25568,858,5.0,2.663101
577,121761,858,5.0,5.025251
578,165064,858,5.0,3.3897343
579,56300,858,5.0,4.370526
580,59094,858,5.0,4.8963604
581,73279,858,5.0,4.078075
582,181279,858,4.0,3.5738297
583,221346,858,2.0,2.4037988
584,260428,858,5.0,4.664129
585,41002,858,5.0,4.89023
586,46468,858,3.0,3.5240033
587,212785,858,5.0,4.6499524
588,14011,858,5.0,4.7962465
589,160506,858,5.0,4.663385
590,223967,858,5.0,5.098708
591,46021,858,3.5,3.831929
592,79125,858,1.5,2.826052
593,4664,858,4.0,2.9070492
594,52268,858,5.0,3.1141262
595,65031,858,5.0,4.9028153
596,173306,858,5.0,4.6019893
597,179765,858,5.0,3.3753588
598,180165,858,5.0,3.340488
599,210372,858,5.0,4.4781523
600,221867,858,3.5,4.9002485
601,119920,858,4.5,4.721741
602,185824,858,4.0,4.379806
603,117166,858,5.0,3.868666
604,184473,858,5.0,4.2816358
605,244611,858,4.0,4.0043173
606,115350,858,4.5,4.101499
607,183359,858,4.0,3.947527
608,119174,858,2.0,4.8608456
609,150150,858,2.0,2.3826756
610,4050,858,5.0,4.2957487
611,225187,858,5.0,3.9251764
612,247124,858,2.0,5.21403
613,108058,858,4.5,4.006733
614,262774,858,4.0,4.071487
615,265842,858,5.0,4.6177645
616,117151,858,1.0,4.901833
617,278647,858,4.5,1.2453612
618,953,858,5.0,4.0323954
619,155087,858,5.0,4.4674587
620,194672,858,4.0,2.535964
621,214079,858,1.0,1.5352429
622,66189,858,4.0,2.9976704
623,75917,858,4.5,4.9095263
624,94157,858,5.0,4.580935
625,213718,858,4.0,4.2095637
626,232292,858,4.0,3.5967627
627,255388,858,4.5,4.1416883
628,279296,858,4.0,3.994896
629,28807,858,5.0,4.0278864
630,84304,858,5.0,4.707183
631,147643,858,4.5,4.00801
632,93677,858,4.0,4.4857087
633,265056,858,4.0,4.598483
634,55793,858,4.5,4.134973
635,133914,858,4.0,2.9024928
636,142949,858,4.0,4.0084915
637,32864,858,5.0,5.2931004
638,178209,858,3.5,3.8883858
639,193558,858,5.0,4.8880105
640,73819,858,5.0,4.530933
641,37840,858,5.0,4.328971
642,42344,858,5.0,3.7039037
643,161642,858,5.0,4.6297517
644,47790,858,4.0,2.4898148
645,64520,858,4.0,4.2737803
646,89917,858,4.0,4.1893
647,92262,858,4.0,3.3111086
648,188518,858,4.0,3.9531162
649,193397,858,4.0,3.1675222
650,255367,858,4.0,4.005108
651,100704,858,3.5,4.906951
652,158807,858,5.0,4.492258
653,170099,858,4.0,4.08034
654,249691,858,4.0,3.8288276
655,115162,858,5.0,2.5591998
656,177895,858,5.0,4.2776737
657,56655,858,4.5,4.955808
658,84165,858,4.5,3.7678907
659,149631,858,4.0,4.1275134
660,158114,858,5.0,4.5810814
661,281580,858,5.0,3.9627724
662,61846,858,5.0,4.204018
663,71847,858,4.5,3.913851
664,127827,858,5.0,4.1393623
665,149206,858,5.0,5.021447
666,52810,858,5.0,4.230206
667,83660,858,4.0,3.9934282
668,118526,858,5.0,3.7690294
669,132259,858,5.0,4.0956745
670,137444,858,3.0,4.3840394
671,214977,858,5.0,3.685603
672,239636,858,5.0,4.766828
673,248251,858,4.0,3.9665701
674,252697,858,4.0,3.53457
675,168122,858,3.5,4.3875957
676,174738,858,3.5,3.4305198
677,5491,858,4.5,4.5091147
678,17329,858,4.0,4.4493933
679,146821,858,4.5,4.538112
680,73076,858,5.0,4.58731
681,48404,858,5.0,4.793117
682,76890,858,5.0,3.9675405
683,111554,858,4.5,3.920356
684,218097,858,3.5,3.3384025
685,235904,858,5.0,4.503969
686,51489,858,4.5,4.173569
687,110801,858,5.0,4.3603415
688,112459,858,5.0,3.9483855
689,8168,858,4.5,4.0936656
690,100061,858,4.0,4.118234
691,103674,858,2.5,3.0759382
692,41437,858,4.5,4.465596
693,114235,858,5.0,4.244042
694,133046,858,4.0,4.052448
695,209893,858,5.0,4.2382717
696,97851,858,5.0,4.443754
697,183178,858,4.0,4.8042088
698,247746,858,5.0,4.975707
699,277578,858,4.5,4.3426514
700,93911,858,5.0,4.324006
701,97234,858,3.0,3.9100866
702,113447,858,5.0,4.115201
703,43042,858,3.5,3.357793
704,55116,858,3.0,3.5019045
705,171249,858,3.0,3.9421737
706,129508,858,3.0,4.166152
707,277870,858,5.0,4.2482715
708,25603,858,3.5,4.2613816
709,149830,858,5.0,4.7052183
710,167132,858,3.5,4.071336
711,216685,858,5.0,4.833719
712,227907,858,3.5,3.4492102
713,240809,858,5.0,3.9723732
714,247161,858,4.0,5.186865
715,278239,858,5.0,4.731849
716,161861,858,4.0,3.3422422
717,208043,858,5.0,4.3701425
718,23394,858,3.0,3.7053013
719,73671,858,4.0,3.9732432
720,162670,858,5.0,4.1114945
721,63248,858,5.0,4.7950783
722,87662,858,4.5,4.4500055
723,91633,858,5.0,4.1763444
724,138475,858,5.0,3.8741276
725,263500,858,5.0,4.791244
726,231922,858,5.0,5.135051
727,16939,858,5.0,4.7357535
728,109711,858,4.0,3.449843
729,154262,858,4.5,4.057351
730,278798,858,5.0,5.215569
731,716,858,5.0,4.5419416
732,25369,858,4.0,3.9895036
733,43468,858,5.0,4.377147
734,152301,858,5.0,4.062377
735,164355,858,1.0,4.4090047
736,201536,858,3.5,4.931568
737,261100,858,4.5,3.6416264
738,202640,858,4.0,4.7112203
739,8518,858,3.5,4.692569
740,120874,858,4.5,4.1276474
741,63143,858,4.5,3.9809372
742,169771,858,5.0,4.3592386
743,13480,858,4.0,4.0745764
744,31101,858,4.5,4.251883
745,28179,858,2.0,2.2968004
746,138747,858,4.0,3.652089
747,167353,858,5.0,3.28545
748,14447,858,5.0,2.978896
749,235957,858,5.0,3.670613
750,28549,858,4.0,4.0288224
751,22235,858,4.0,4.235671
752,192368,858,4.5,4.4323072
753,214018,858,5.0,4.02224
754,254256,858,4.0,4.042087
755,276409,858,4.5,3.6364784
756,36,858,5.0,4.24633
757,59634,858,2.0,4.8368807
758,131559,858,3.5,4.449137
759,140472,858,3.5,4.649949
760,215854,858,5.0,3.0348423
761,225607,858,5.0,3.5331295
762,20837,858,3.0,3.6438246
763,75554,858,4.0,4.885414
764,152041,858,5.0,2.5831358
765,60297,1084,5.0,4.4098735
766,216445,1084,4.0,4.896606
767,229475,1084,4.0,2.7693799
768,35840,1084,5.0,4.281099
769,111668,1084,3.0,3.0132382
770,219574,1084,3.0,3.616543
771,43310,1084,5.0,4.640698
772,265216,1084,5.0,3.8842905
773,30889,1084,2.0,2.277301
774,45087,1084,5.0,4.736221
775,194139,1084,4.0,3.648974
776,82162,1084,4.0,4.4229307
777,121819,1084,4.0,3.9328103
778,78172,1084,4.0,4.0467105
779,132956,1084,2.0,4.229091
780,161135,1084,4.5,4.5609064
781,252247,1084,4.5,4.360891
782,70325,1084,3.5,3.5307715
783,174912,1084,3.0,3.977319
784,254891,1084,5.0,3.9928536
785,16942,1084,4.0,4.281388
786,122964,1084,5.0,5.0086727
787,153726,1084,3.0,3.2181728
788,76489,1084,3.5,3.5224898
789,39757,1084,4.0,3.770299
790,243857,1084,4.0,4.104105
791,144214,1084,4.0,4.586621
792,209475,1084,2.5,4.17385
793,21015,1084,3.0,3.2849293
794,233539,1084,4.0,3.6225588
795,251795,1084,3.0,4.5035167
796,120761,1084,4.5,3.0049868
797,265888,1084,5.0,4.4493976
798,244998,1084,4.0,3.6524825
799,94997,1084,5.0,4.714156
800,5247,1084,4.0,4.059777
801,29013,1084,3.5,3.5033362
802,119034,1084,3.5,4.2786484
803,134845,1084,5.0,5.0342884
804,145671,1084,4.0,3.908622
805,222322,1084,5.0,4.590019
806,116089,1084,5.0,3.7356706
807,100577,1084,5.0,4.3342543
808,263988,1084,4.0,3.966609
809,45757,1084,5.0,4.750542
810,221672,1084,4.0,3.8507483
811,63166,1084,4.0,3.751329
812,133300,1084,5.0,4.770832
813,166725,1084,3.0,3.3349276
814,82927,1084,3.0,3.7274637
815,204438,1084,3.0,3.4935634
816,6784,1084,3.0,3.4924815
817,57335,1084,4.0,4.2099347
818,68418,1084,5.0,4.521878
819,23808,1084,5.0,3.8468142
820,75394,1084,4.0,4.8550653
821,279150,1084,5.0,4.6464458
822,182726,1084,3.0,3.6965744
823,194878,1084,4.0,3.9306197
824,202700,1084,4.0,3.4234536
825,57937,1084,3.0,3.9250407
826,23887,1084,4.0,4.386665
827,37370,1084,4.0,4.606405
