,userId,Recommendation
10,119499,"[(1127, 3.4887642152417087), (1129, 3.4887642152417087), (1374, 3.4887642152417087), (5349, 3.4887642152417087), (8644, 3.4887642152417087), (34048, 3.4887642152417087), (61248, 3.4887642152417087), (70336, 3.4887642152417087), (120799, 3.4887642152417087), (122882, 3.4887642152417087)]"
11,200382,"[(1127, 2.4878050819070365), (1129, 2.4878050819070365), (1374, 2.4878050819070365), (5349, 2.4878050819070365), (8644, 2.4878050819070365), (34048, 2.4878050819070365), (61248, 2.4878050819070365), (70336, 2.4878050819070365), (120799, 2.4878050819070365), (122882, 2.4878050819070365)]"
12,162812,"[(3114, 3.877275933303366), (103755, 3.877275933303366), (166461, 3.877275933303366), (40339, 3.657194434474283), (69644, 3.6413216605174483), (86298, 3.639657481608925), (105468, 3.614217461179435), (45517, 3.3875032350640493), (53460, 3.3875032350640493), (60487, 3.3875032350640493)]"
13,260478,"[(1127, 3.578157076882148), (1129, 3.578157076882148), (1374, 3.578157076882148), (5349, 3.578157076882148), (8644, 3.578157076882148), (34048, 3.578157076882148), (61248, 3.578157076882148), (70336, 3.578157076882148), (120799, 3.578157076882148), (122882, 3.578157076882148)]"
14,193781,"[(2985, 3.5524217155074918), (32, 3.1151206184526394), (70286, 3.1151206184526394), (1779, 3.014208735202828), (66171, 3.014208735202828), (82095, 3.014208735202828), (103306, 3.014208735202828), (114847, 3.014208735202828), (1127, 2.926088287975825), (1129, 2.926088287975825)]"
15,115643,"[(43, 4.04860147152478), (57, 4.04860147152478), (121, 4.04860147152478), (261, 4.04860147152478), (354, 4.04860147152478), (365, 4.04860147152478), (452, 4.04860147152478), (501, 4.04860147152478), (508, 4.04860147152478), (523, 4.04860147152478)]"
16,214734,"[(3827, 3.70109196149905), (208, 3.5106026993612165), (1375, 3.5106026993612165), (2105, 3.5106026993612165), (2642, 3.5106026993612165), (3702, 3.5106026993612165), (3704, 3.5106026993612165), (5171, 3.5106026993612165), (6294, 3.5106026993612165), (6534, 3.5106026993612165)]"
17,96844,"[(43, 3.2161439689558913), (57, 3.2161439689558913), (121, 3.2161439689558913), (261, 3.2161439689558913), (354, 3.2161439689558913), (365, 3.2161439689558913), (452, 3.2161439689558913), (501, 3.2161439689558913), (508, 3.2161439689558913), (523, 3.2161439689558913)]"
18,47284,"[(40339, 3.4275992922292495), (3827, 3.3420381092780516), (188301, 3.194606712724903), (208, 3.1694670900174158), (1375, 3.1694670900174158), (2105, 3.1694670900174158), (2642, 3.1694670900174158), (3702, 3.1694670900174158), (3704, 3.1694670900174158), (5171, 3.1694670900174158)]"
19,1454,"[(2985, 3.221724005665061), (1406, 3.216494988578172), (1834, 3.216494988578172), (47950, 3.216494988578172), (68554, 3.216494988578172), (27674, 3.1113970058270137), (1627, 3.098344297681491), (44665, 3.098344297681491), (1127, 3.0443784105539136), (1129, 3.0443784105539136)]"
20,25012,"[(105835, 2.907752622960164), (19, 2.6890650791915545), (104, 2.6890650791915545), (305, 2.6890650791915545), (312, 2.6890650791915545), (344, 2.6890650791915545), (413, 2.6890650791915545), (419, 2.6890650791915545), (514, 2.6890650791915545), (626, 2.6890650791915545)]"
21,100877,"[(1127, 3.59006440844397), (1129, 3.59006440844397), (1374, 3.59006440844397), (5349, 3.59006440844397), (8644, 3.59006440844397), (34048, 3.59006440844397), (61248, 3.59006440844397), (70336, 3.59006440844397), (120799, 3.59006440844397), (122882, 3.59006440844397)]"
22,222942,"[(43, 3.5859569859109235), (57, 3.5859569859109235), (121, 3.5859569859109235), (261, 3.5859569859109235), (354, 3.5859569859109235), (365, 3.5859569859109235), (452, 3.5859569859109235), (501, 3.5859569859109235), (508, 3.5859569859109235), (523, 3.5859569859109235)]"
23,175633,"[(2985, 2.815607180823163), (96655, 2.747733231450913), (4643, 2.6448967154339886), (6645, 2.6448967154339886), (173145, 2.6448967154339886), (1127, 2.629911588337179), (1129, 2.629911588337179), (1374, 2.629911588337179), (5349, 2.629911588337179), (8644, 2.629911588337179)]"
24,227822,"[(42015, 3.5927073546547117), (539, 3.4572377840077264), (803, 3.4572377840077264), (852, 3.4572377840077264), (1244, 3.4572377840077264), (1537, 3.4572377840077264), (3099, 3.4572377840077264), (3307, 3.4572377840077264), (4062, 3.4572377840077264), (5380, 3.4572377840077264)]"
25,57358,"[(43, 4.027777148450903), (57, 4.027777148450903), (121, 4.027777148450903), (261, 4.027777148450903), (354, 4.027777148450903), (365, 4.027777148450903), (452, 4.027777148450903), (501, 4.027777148450903), (508, 4.027777148450903), (523, 4.027777148450903)]"
26,195510,"[(105835, 3.1698599071252427), (70728, 2.994468898799729), (1589, 2.928695742518197), (2540, 2.928695742518197), (3682, 2.928695742518197), (3729, 2.928695742518197), (4901, 2.928695742518197), (26172, 2.928695742518197), (46335, 2.928695742518197), (59369, 2.928695742518197)]"
27,272963,"[(19, 3.593982865946878), (104, 3.593982865946878), (305, 3.593982865946878), (312, 3.593982865946878), (344, 3.593982865946878), (413, 3.593982865946878), (419, 3.593982865946878), (514, 3.593982865946878), (626, 3.593982865946878), (700, 3.593982865946878)]"
28,204925,"[(40339, 3.003866764451848), (69644, 2.903531040299103), (1127, 2.49305597995625), (1129, 2.49305597995625), (1374, 2.49305597995625), (5349, 2.49305597995625), (8644, 2.49305597995625), (34048, 2.49305597995625), (61248, 2.49305597995625), (70336, 2.49305597995625)]"
29,58022,"[(252, 2.742453190733931), (597, 2.742453190733931), (947, 2.742453190733931), (955, 2.742453190733931), (1569, 2.742453190733931), (1593, 2.742453190733931), (2259, 2.742453190733931), (2482, 2.742453190733931), (2491, 2.742453190733931), (2581, 2.742453190733931)]"
30,230510,"[(19, 3.9903088853124586), (104, 3.9903088853124586), (305, 3.9903088853124586), (312, 3.9903088853124586), (344, 3.9903088853124586), (413, 3.9903088853124586), (419, 3.9903088853124586), (514, 3.9903088853124586), (626, 3.9903088853124586), (700, 3.9903088853124586)]"
31,198255,"[(43, 3.5959522484522215), (57, 3.5959522484522215), (121, 3.5959522484522215), (261, 3.5959522484522215), (354, 3.5959522484522215), (365, 3.5959522484522215), (452, 3.5959522484522215), (501, 3.5959522484522215), (508, 3.5959522484522215), (523, 3.5959522484522215)]"
32,73458,"[(1653, 2.7867209524874297), (7254, 2.7867209524874297), (1127, 2.77939607494212), (1129, 2.77939607494212), (1374, 2.77939607494212), (5349, 2.77939607494212), (8644, 2.77939607494212), (34048, 2.77939607494212), (61248, 2.77939607494212), (70336, 2.77939607494212)]"
33,47289,"[(105835, 3.2267045026602696), (100, 3.031847181156073), (225, 3.031847181156073), (229, 3.031847181156073), (1003, 3.031847181156073), (3370, 3.031847181156073), (3409, 3.031847181156073), (3457, 3.031847181156073), (4234, 3.031847181156073), (5387, 3.031847181156073)]"
34,84522,"[(2985, 3.2868727842013614), (16, 2.759484896508752), (36, 2.759484896508752), (117, 2.759484896508752), (858, 2.759484896508752), (1084, 2.759484896508752), (1404, 2.759484896508752), (1809, 2.759484896508752), (1945, 2.759484896508752), (4881, 2.759484896508752)]"
35,103310,"[(2005, 3.7048967763102034), (3440, 3.7048967763102034), (3114, 3.6878400319734195), (103755, 3.6878400319734195), (166461, 3.6878400319734195), (40339, 3.6666683325600156), (69644, 3.637786642422696), (105468, 3.446547807009957), (27706, 3.253744011689923), (86298, 3.253489582158668)]"
36,272242,"[(2005, 3.500983047239009), (3440, 3.500983047239009), (1127, 3.309383693745875), (1129, 3.309383693745875), (1374, 3.309383693745875), (5349, 3.309383693745875), (8644, 3.309383693745875), (34048, 3.309383693745875), (61248, 3.309383693745875), (70336, 3.309383693745875)]"
37,239814,"[(19, 3.082131530128799), (104, 3.082131530128799), (305, 3.082131530128799), (312, 3.082131530128799), (344, 3.082131530128799), (413, 3.082131530128799), (419, 3.082131530128799), (514, 3.082131530128799), (626, 3.082131530128799), (700, 3.082131530128799)]"
38,256124,"[(96655, 3.4085349822308766), (19, 3.3349618991269363), (104, 3.3349618991269363), (305, 3.3349618991269363), (312, 3.3349618991269363), (344, 3.3349618991269363), (413, 3.3349618991269363), (419, 3.3349618991269363), (514, 3.3349618991269363), (626, 3.3349618991269363)]"
39,104173,"[(1127, 3.8322855475435267), (1129, 3.8322855475435267), (1374, 3.8322855475435267), (5349, 3.8322855475435267), (8644, 3.8322855475435267), (34048, 3.8322855475435267), (61248, 3.8322855475435267), (70336, 3.8322855475435267), (120799, 3.8322855475435267), (122882, 3.8322855475435267)]"
40,87156,"[(43, 3.787868024596041), (57, 3.787868024596041), (121, 3.787868024596041), (261, 3.787868024596041), (354, 3.787868024596041), (365, 3.787868024596041), (452, 3.787868024596041), (501, 3.787868024596041), (508, 3.787868024596041), (523, 3.787868024596041)]"
41,185386,"[(96655, 3.4333905268459883), (1653, 3.2857801374801854), (7254, 3.2857801374801854), (1779, 3.0502716129628276), (66171, 3.0502716129628276), (82095, 3.0502716129628276), (103306, 3.0502716129628276), (114847, 3.0502716129628276), (32, 2.9132255569819527), (70286, 2.9132255569819527)]"
42,218684,"[(1653, 2.8932551421821606), (7254, 2.8932551421821606), (1779, 2.8482985913172327), (66171, 2.8482985913172327), (82095, 2.8482985913172327), (103306, 2.8482985913172327), (114847, 2.8482985913172327), (4643, 2.830754592963312), (6645, 2.830754592963312), (173145, 2.830754592963312)]"
43,231271,"[(322, 3.0378360228132366), (516, 3.0378360228132366), (574, 3.0378360228132366), (1243, 3.0378360228132366), (1300, 3.0378360228132366), (1395, 3.0378360228132366), (1446, 3.0378360228132366), (1699, 3.0378360228132366), (1794, 3.0378360228132366), (1816, 3.0378360228132366)]"
44,200116,"[(1127, 3.5478330232077666), (1129, 3.5478330232077666), (1374, 3.5478330232077666), (5349, 3.5478330232077666), (8644, 3.5478330232077666), (34048, 3.5478330232077666), (61248, 3.5478330232077666), (70336, 3.5478330232077666), (120799, 3.5478330232077666), (122882, 3.5478330232077666)]"
45,95951,"[(8984, 2.9287217392796783), (45183, 2.9287217392796783), (118082, 2.7934614380195297), (165, 2.7584500962609155), (185, 2.7584500962609155), (479, 2.7584500962609155), (1752, 2.7584500962609155), (4498, 2.7584500962609155), (43921, 2.7584500962609155), (99112, 2.7584500962609155)]"
46,161499,"[(539, 3.656505139471568), (803, 3.656505139471568), (852, 3.656505139471568), (1244, 3.656505139471568), (1537, 3.656505139471568), (3099, 3.656505139471568), (3307, 3.656505139471568), (4062, 3.656505139471568), (5380, 3.656505139471568), (5451, 3.656505139471568)]"
47,177427,"[(43, 3.2554189649815357), (57, 3.2554189649815357), (121, 3.2554189649815357), (261, 3.2554189649815357), (354, 3.2554189649815357), (365, 3.2554189649815357), (452, 3.2554189649815357), (501, 3.2554189649815357), (508, 3.2554189649815357), (523, 3.2554189649815357)]"
48,20568,"[(322, 3.4619850492961395), (516, 3.4619850492961395), (574, 3.4619850492961395), (1243, 3.4619850492961395), (1300, 3.4619850492961395), (1395, 3.4619850492961395), (1446, 3.4619850492961395), (1699, 3.4619850492961395), (1794, 3.4619850492961395), (1816, 3.4619850492961395)]"
49,65835,"[(6990, 3.176879900205977), (2985, 2.976858062229587), (1127, 2.9068011208034203), (1129, 2.9068011208034203), (1374, 2.9068011208034203), (5349, 2.9068011208034203), (8644, 2.9068011208034203), (34048, 2.9068011208034203), (61248, 2.9068011208034203), (70336, 2.9068011208034203)]"
50,274235,"[(71211, 3.0576283896015504), (75813, 3.0576283896015504), (6990, 2.7584794226664853), (5265, 2.726619260891552), (6708, 2.726619260891552), (7102, 2.726619260891552), (44197, 2.726619260891552), (106782, 2.726619260891552), (109864, 2.726619260891552), (456, 2.674215790856275)]"
51,210181,"[(322, 2.8586126808463925), (516, 2.8586126808463925), (574, 2.8586126808463925), (1243, 2.8586126808463925), (1300, 2.8586126808463925), (1395, 2.8586126808463925), (1446, 2.8586126808463925), (1699, 2.8586126808463925), (1794, 2.8586126808463925), (1816, 2.8586126808463925)]"
52,22194,"[(1801, 3.2530046778288133), (2905, 3.2530046778288133), (117466, 3.2530046778288133), (5064, 3.089413895352097), (3406, 3.068715207528167), (3654, 3.068715207528167), (4103, 3.068715207528167), (4339, 3.068715207528167), (8640, 3.068715207528167), (53550, 3.068715207528167)]"
53,170547,"[(322, 3.571079686360608), (516, 3.571079686360608), (574, 3.571079686360608), (1243, 3.571079686360608), (1300, 3.571079686360608), (1395, 3.571079686360608), (1446, 3.571079686360608), (1699, 3.571079686360608), (1794, 3.571079686360608), (1816, 3.571079686360608)]"
54,173989,"[(71211, 3.181881071556778), (75813, 3.181881071556778), (6990, 2.9942779325225133), (456, 2.8193723930313093), (554, 2.8193723930313093), (2176, 2.8193723930313093), (2912, 2.8193723930313093), (3298, 2.8193723930313093), (3741, 2.8193723930313093), (5108, 2.8193723930313093)]"
55,260689,"[(2985, 3.447616192433226), (456, 3.4380908903885796), (554, 3.4380908903885796), (2176, 3.4380908903885796), (2912, 3.4380908903885796), (3298, 3.4380908903885796), (3741, 3.4380908903885796), (5108, 3.4380908903885796), (6337, 3.4380908903885796), (7587, 3.4380908903885796)]"
56,107904,"[(7046, 3.588647557628466), (85788, 3.287126079493895), (1321, 3.2651480497156324), (2867, 3.2651480497156324), (742, 3.2637936384823374), (891, 3.2637936384823374), (1355, 3.2637936384823374), (2026, 3.2637936384823374), (2107, 3.2637936384823374), (4725, 3.2637936384823374)]"
57,93779,"[(1127, 3.3179393380916276), (1129, 3.3179393380916276), (1374, 3.3179393380916276), (5349, 3.3179393380916276), (8644, 3.3179393380916276), (34048, 3.3179393380916276), (61248, 3.3179393380916276), (70336, 3.3179393380916276), (120799, 3.3179393380916276), (122882, 3.3179393380916276)]"
58,170498,"[(6990, 3.2851361519653883), (42015, 3.269774339863143), (3997, 3.15129552669706), (53125, 3.15129552669706), (2471, 3.1448268005606073), (6764, 3.1448268005606073), (7000, 3.1448268005606073), (26152, 3.1448268005606073), (113348, 3.1448268005606073), (3827, 3.1030547650925513)]"
59,104966,"[(5437, 3.092685732434957), (1779, 2.8994615956672383), (66171, 2.8994615956672383), (82095, 2.8994615956672383), (103306, 2.8994615956672383), (114847, 2.8994615956672383), (2985, 2.866962006551753), (1653, 2.8530965809524145), (7254, 2.8530965809524145), (1127, 2.8327261133980928)]"
60,268679,"[(105835, 3.0665063012075255), (19, 2.684051601449939), (104, 2.684051601449939), (305, 2.684051601449939), (312, 2.684051601449939), (344, 2.684051601449939), (413, 2.684051601449939), (419, 2.684051601449939), (514, 2.684051601449939), (626, 2.684051601449939)]"
61,209824,"[(43, 3.87110634135511), (57, 3.87110634135511), (121, 3.87110634135511), (261, 3.87110634135511), (354, 3.87110634135511), (365, 3.87110634135511), (452, 3.87110634135511), (501, 3.87110634135511), (508, 3.87110634135511), (523, 3.87110634135511)]"
62,215980,"[(43, 3.2256159878170005), (57, 3.2256159878170005), (121, 3.2256159878170005), (261, 3.2256159878170005), (354, 3.2256159878170005), (365, 3.2256159878170005), (452, 3.2256159878170005), (501, 3.2256159878170005), (508, 3.2256159878170005), (523, 3.2256159878170005)]"
63,17780,"[(539, 3.0662748299032483), (803, 3.0662748299032483), (852, 3.0662748299032483), (1244, 3.0662748299032483), (1537, 3.0662748299032483), (3099, 3.0662748299032483), (3307, 3.0662748299032483), (4062, 3.0662748299032483), (5380, 3.0662748299032483), (5451, 3.0662748299032483)]"
64,9389,"[(42015, 3.4565284124285305), (3997, 3.0565275587510374), (53125, 3.0565275587510374), (2471, 3.050976925220621), (6764, 3.050976925220621), (7000, 3.050976925220621), (26152, 3.050976925220621), (113348, 3.050976925220621), (46578, 2.999120871947973), (106918, 2.999120871947973)]"
65,91343,"[(43, 3.2561970779692744), (57, 3.2561970779692744), (121, 3.2561970779692744), (261, 3.2561970779692744), (354, 3.2561970779692744), (365, 3.2561970779692744), (452, 3.2561970779692744), (501, 3.2561970779692744), (508, 3.2561970779692744), (523, 3.2561970779692744)]"
66,3960,"[(208, 3.2487390087595944), (1375, 3.2487390087595944), (2105, 3.2487390087595944), (2642, 3.2487390087595944), (3702, 3.2487390087595944), (3704, 3.2487390087595944), (5171, 3.2487390087595944), (6294, 3.2487390087595944), (6534, 3.2487390087595944), (122916, 3.2487390087595944)]"
67,60878,"[(71211, 3.6502401131429196), (75813, 3.6502401131429196), (456, 3.493021619470283), (554, 3.493021619470283), (2176, 3.493021619470283), (2912, 3.493021619470283), (3298, 3.493021619470283), (3741, 3.493021619470283), (5108, 3.493021619470283), (6337, 3.493021619470283)]"
68,103999,"[(71211, 3.3521104392792154), (75813, 3.3521104392792154), (1589, 3.3508229435072066), (2540, 3.3508229435072066), (3682, 3.3508229435072066), (3729, 3.3508229435072066), (4901, 3.3508229435072066), (26172, 3.3508229435072066), (46335, 3.3508229435072066), (59369, 3.3508229435072066)]"
69,118997,"[(5265, 2.9314385830319556), (6708, 2.9314385830319556), (7102, 2.9314385830319556), (44197, 2.9314385830319556), (106782, 2.9314385830319556), (109864, 2.9314385830319556), (71211, 2.8098771320300973), (75813, 2.8098771320300973), (33903, 2.6025137600429367), (2985, 2.5429580174223885)]"
70,93387,"[(1127, 3.4407906168314586), (1129, 3.4407906168314586), (1374, 3.4407906168314586), (5349, 3.4407906168314586), (8644, 3.4407906168314586), (34048, 3.4407906168314586), (61248, 3.4407906168314586), (70336, 3.4407906168314586), (120799, 3.4407906168314586), (122882, 3.4407906168314586)]"
71,109450,"[(322, 3.493108181501988), (516, 3.493108181501988), (574, 3.493108181501988), (1243, 3.493108181501988), (1300, 3.493108181501988), (1395, 3.493108181501988), (1446, 3.493108181501988), (1699, 3.493108181501988), (1794, 3.493108181501988), (1816, 3.493108181501988)]"
72,224963,"[(2005, 2.9553320946828614), (3440, 2.9553320946828614), (3997, 2.9373530982013114), (53125, 2.9373530982013114), (188301, 2.7425321647308487), (1127, 2.6584030254658044), (1129, 2.6584030254658044), (1374, 2.6584030254658044), (5349, 2.6584030254658044), (8644, 2.6584030254658044)]"
73,75229,"[(539, 3.3018544458088828), (803, 3.3018544458088828), (852, 3.3018544458088828), (1244, 3.3018544458088828), (1537, 3.3018544458088828), (3099, 3.3018544458088828), (3307, 3.3018544458088828), (4062, 3.3018544458088828), (5380, 3.3018544458088828), (5451, 3.3018544458088828)]"
74,158798,"[(539, 3.104703309390083), (803, 3.104703309390083), (852, 3.104703309390083), (1244, 3.104703309390083), (1537, 3.104703309390083), (3099, 3.104703309390083), (3307, 3.104703309390083), (4062, 3.104703309390083), (5380, 3.104703309390083), (5451, 3.104703309390083)]"
75,244408,"[(16, 3.5069308082547384), (36, 3.5069308082547384), (117, 3.5069308082547384), (858, 3.5069308082547384), (1084, 3.5069308082547384), (1404, 3.5069308082547384), (1809, 3.5069308082547384), (1945, 3.5069308082547384), (4881, 3.5069308082547384), (6796, 3.5069308082547384)]"
76,220812,"[(43, 4.144032038729504), (57, 4.144032038729504), (121, 4.144032038729504), (261, 4.144032038729504), (354, 4.144032038729504), (365, 4.144032038729504), (452, 4.144032038729504), (501, 4.144032038729504), (508, 4.144032038729504), (523, 4.144032038729504)]"
77,266863,"[(100, 3.1417017474222755), (225, 3.1417017474222755), (229, 3.1417017474222755), (1003, 3.1417017474222755), (3370, 3.1417017474222755), (3409, 3.1417017474222755), (3457, 3.1417017474222755), (4234, 3.1417017474222755), (5387, 3.1417017474222755), (6281, 3.1417017474222755)]"
78,121211,"[(208, 3.2366284394655986), (1375, 3.2366284394655986), (2105, 3.2366284394655986), (2642, 3.2366284394655986), (3702, 3.2366284394655986), (3704, 3.2366284394655986), (5171, 3.2366284394655986), (6294, 3.2366284394655986), (6534, 3.2366284394655986), (122916, 3.2366284394655986)]"
79,38765,"[(19, 3.6764468815004636), (104, 3.6764468815004636), (305, 3.6764468815004636), (312, 3.6764468815004636), (344, 3.6764468815004636), (413, 3.6764468815004636), (419, 3.6764468815004636), (514, 3.6764468815004636), (626, 3.6764468815004636), (700, 3.6764468815004636)]"
80,21592,"[(456, 3.393624553480685), (554, 3.393624553480685), (2176, 3.393624553480685), (2912, 3.393624553480685), (3298, 3.393624553480685), (3741, 3.393624553480685), (5108, 3.393624553480685), (6337, 3.393624553480685), (7587, 3.393624553480685), (7981, 3.393624553480685)]"
81,280602,"[(4643, 3.408065367043314), (6645, 3.408065367043314), (173145, 3.408065367043314), (1653, 3.326889472893249), (7254, 3.326889472893249), (924, 3.2422415851088955), (2985, 3.167156216358538), (1127, 3.1409659097534357), (1129, 3.1409659097534357), (1374, 3.1409659097534357)]"
82,21565,"[(322, 2.6676499886620326), (516, 2.6676499886620326), (574, 2.6676499886620326), (1243, 2.6676499886620326), (1300, 2.6676499886620326), (1395, 2.6676499886620326), (1446, 2.6676499886620326), (1699, 2.6676499886620326), (1794, 2.6676499886620326), (1816, 2.6676499886620326)]"
83,215993,"[(2985, 3.1638077363639914), (456, 2.8496288157027143), (554, 2.8496288157027143), (2176, 2.8496288157027143), (2912, 2.8496288157027143), (3298, 2.8496288157027143), (3741, 2.8496288157027143), (5108, 2.8496288157027143), (6337, 2.8496288157027143), (7587, 2.8496288157027143)]"
84,77235,"[(2985, 3.1744103336168727), (43, 3.0470152242356314), (57, 3.0470152242356314), (121, 3.0470152242356314), (261, 3.0470152242356314), (354, 3.0470152242356314), (365, 3.0470152242356314), (452, 3.0470152242356314), (501, 3.0470152242356314), (508, 3.0470152242356314)]"
85,255501,"[(19, 4.143495642359796), (104, 4.143495642359796), (305, 4.143495642359796), (312, 4.143495642359796), (344, 4.143495642359796), (413, 4.143495642359796), (419, 4.143495642359796), (514, 4.143495642359796), (626, 4.143495642359796), (700, 4.143495642359796)]"
86,14069,"[(539, 3.8829902435371366), (803, 3.8829902435371366), (852, 3.8829902435371366), (1244, 3.8829902435371366), (1537, 3.8829902435371366), (3099, 3.8829902435371366), (3307, 3.8829902435371366), (4062, 3.8829902435371366), (5380, 3.8829902435371366), (5451, 3.8829902435371366)]"
87,26394,"[(3699, 3.076722341522003), (2847, 2.845373756048323), (4643, 2.8312248157576074), (6645, 2.8312248157576074), (173145, 2.8312248157576074), (924, 2.7022082939065726), (3406, 2.5501030013691266), (3654, 2.5501030013691266), (4103, 2.5501030013691266), (4339, 2.5501030013691266)]"
88,257479,"[(1127, 3.2885352460436073), (1129, 3.2885352460436073), (1374, 3.2885352460436073), (5349, 3.2885352460436073), (8644, 3.2885352460436073), (34048, 3.2885352460436073), (61248, 3.2885352460436073), (70336, 3.2885352460436073), (120799, 3.2885352460436073), (122882, 3.2885352460436073)]"
89,144614,"[(2985, 3.823577369588791), (1653, 3.4365002433147063), (7254, 3.4365002433147063), (1779, 3.1310954057679297), (66171, 3.1310954057679297), (82095, 3.1310954057679297), (103306, 3.1310954057679297), (114847, 3.1310954057679297), (541, 3.063343582781894), (748, 3.063343582781894)]"
90,20684,"[(539, 3.7293717586033286), (803, 3.7293717586033286), (852, 3.7293717586033286), (1244, 3.7293717586033286), (1537, 3.7293717586033286), (3099, 3.7293717586033286), (3307, 3.7293717586033286), (4062, 3.7293717586033286), (5380, 3.7293717586033286), (5451, 3.7293717586033286)]"
91,173746,"[(1127, 3.936372073803338), (1129, 3.936372073803338), (1374, 3.936372073803338), (5349, 3.936372073803338), (8644, 3.936372073803338), (34048, 3.936372073803338), (61248, 3.936372073803338), (70336, 3.936372073803338), (120799, 3.936372073803338), (122882, 3.936372073803338)]"
92,75184,"[(322, 3.3005161989619247), (516, 3.3005161989619247), (574, 3.3005161989619247), (1243, 3.3005161989619247), (1300, 3.3005161989619247), (1395, 3.3005161989619247), (1446, 3.3005161989619247), (1699, 3.3005161989619247), (1794, 3.3005161989619247), (1816, 3.3005161989619247)]"
93,153905,"[(1653, 3.4019381876555874), (7254, 3.4019381876555874), (1127, 3.296014350845311), (1129, 3.296014350845311), (1374, 3.296014350845311), (5349, 3.296014350845311), (8644, 3.296014350845311), (34048, 3.296014350845311), (61248, 3.296014350845311), (70336, 3.296014350845311)]"
94,29548,"[(16, 3.296435214349515), (36, 3.296435214349515), (117, 3.296435214349515), (858, 3.296435214349515), (1084, 3.296435214349515), (1404, 3.296435214349515), (1809, 3.296435214349515), (1945, 3.296435214349515), (4881, 3.296435214349515), (6796, 3.296435214349515)]"
95,119271,"[(19, 3.4979566107962), (104, 3.4979566107962), (305, 3.4979566107962), (312, 3.4979566107962), (344, 3.4979566107962), (413, 3.4979566107962), (419, 3.4979566107962), (514, 3.4979566107962), (626, 3.4979566107962), (700, 3.4979566107962)]"
96,82425,"[(43, 4.604629134324718), (57, 4.604629134324718), (121, 4.604629134324718), (261, 4.604629134324718), (354, 4.604629134324718), (365, 4.604629134324718), (452, 4.604629134324718), (501, 4.604629134324718), (508, 4.604629134324718), (523, 4.604629134324718)]"
97,5143,"[(43, 2.945037369811663), (57, 2.945037369811663), (121, 2.945037369811663), (261, 2.945037369811663), (354, 2.945037369811663), (365, 2.945037369811663), (452, 2.945037369811663), (501, 2.945037369811663), (508, 2.945037369811663), (523, 2.945037369811663)]"
